,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,globalCode,regionCode,subRegionCode,interRegionCode,m49,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,medianAge,pdi,idv,mas,uai,ltowvs,ivr,Date,cases,days_gt_100,log_cases,casesPop,logcasesPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
popDensity,1.0,0.2887665275085212,-0.018815340171984843,-0.03426602951620609,-0.004083457007650997,0.2156055055770975,-0.2156055035432678,0.19658641120801745,,0.1199800721552839,-0.1751432048849205,0.5464074029079719,0.05003492601078532,-0.04616115218332962,-0.0451249074203693,-0.050211866039522074,-0.039602550838142694,-0.05199409271814921,-0.031692376231833845,-0.04348791992448363,-0.03869412575100671,0.05572366763433577,-0.01850889883938249,0.13103449757866403,0.060602874790551944,-0.12270595571378774,0.04067574874066907,-0.346101073788107,0.15151363713528265,-0.08604400345073747,-0.17708223816318533,-0.14130860809027038,,-0.26099961216959305,-0.027400839088977724,-0.021707246441128297,-0.09118185977555393,0.09115995730216486,0.09564632581735887,-0.001958507402257396,-0.23082251643975008,-0.09118185977555404,0.09122834744079278,0.09564632581735799,-0.0019585074022575757,-0.23082251643974633
gdp,0.2887665275085212,1.0,-0.150429355003663,-0.106749378860471,-0.1775883565261005,0.6472317156480943,-0.6472317113090615,0.602009990464768,,0.3205847002601256,-0.15436494243461676,0.13909998185414407,0.13893849065656552,0.1833632207658524,0.1683121870979526,0.10782333498114292,0.18128913004286681,0.17260654744736798,0.5654673127428483,0.27231499320127944,0.24969449329773744,0.5347740480795737,-0.15391310230666275,0.4848605628450471,-0.2975735159513564,0.4118389903321781,0.0025592854441446925,-0.1319371805067116,0.21505962761548425,0.3365162979526682,-0.43723518799512145,0.14939328966819257,,0.17173880418800763,0.38698260188888467,0.372438853468426,0.06613791929972791,-0.0653487843254321,-0.057162478849600816,-0.10430223667020304,0.001756847805853479,0.06613791929972795,-0.06470083177381933,-0.05716247884960036,-0.10430223667020405,0.0017568478058521636
gapPop,-0.018815340171984843,-0.150429355003663,1.0,0.9555384939522381,0.964583331608803,-0.20412555275984579,0.204125548406488,-0.16574741654144856,,0.039782392395345215,-0.1713526485260659,-0.21731131556139022,-0.06149216791982296,0.205027495787459,0.13299791513087392,0.4123182081064997,0.13369953896569542,0.15645584507045718,-0.11176684232254562,-0.05170383462148427,0.2273610887875806,-0.14338412412783227,0.9998320049365917,-0.09681521921681208,0.13669176204720915,-0.0540404845627974,0.15005544312044167,-0.24714325042203733,0.12207836358383324,-0.12545597807396194,-0.4067802604086752,0.18728491876856476,,0.2033882627553924,-0.12329339883375076,-0.5444752623894293,0.09405433967562273,-0.09349831847892862,-0.344977941672734,-0.034295267050219125,-0.057030551870975145,0.09405433967562267,-0.09459873099231604,-0.3449779416727344,-0.03429526705021939,-0.057030551870972036
urbanPop,-0.03426602951620609,-0.106749378860471,0.9555384939522381,1.0,0.8440383031141253,-0.10361122278590822,0.10361121885741235,-0.10234566986932996,,0.0054238818478557615,-0.14553333665471618,-0.26791564848575244,-0.056436351232772665,0.33825760497155893,0.2384871237841494,0.5355225553420209,0.2554537253854018,0.25160868169234096,-0.08517083435756992,-0.019868583583611158,0.4545383314483565,-0.163314536457301,0.9526982328424878,-0.04282040194070126,0.1175961547534829,-0.024288418823588148,0.18541318389045627,-0.22067354623075275,0.1378674378821526,-0.07071551085772101,-0.5190361876643157,0.24850348546953335,,0.26291300239316334,-0.1416947459198739,-0.5626185054549728,0.11567554826587345,-0.11490081037728528,-0.4141513240342014,-0.03964127233574266,-0.01966436037261933,0.11567554826587338,-0.11606013281945454,-0.41415132403420174,-0.03964127233574299,-0.019664360372617398
ruralPop,-0.004083457007650997,-0.1775883565261005,0.964583331608803,0.8440383031141253,1.0,-0.2769591721452741,0.2769591676976951,-0.21054271896886603,,0.06549448804865295,-0.18134718844718828,-0.044037748629411164,-0.059766990919379044,0.0782880372023365,0.03563441367287746,0.27213582267523756,0.023442777172789035,0.03561762319752912,-0.12606376812823952,-0.07391273752885918,0.06953525856778348,-0.11967679245504634,0.9668687969243738,-0.13852255348035664,0.14295000080143547,-0.07332771311023879,0.10867569291401213,-0.25120337341272453,0.09715938156392578,-0.1625409925371677,-0.27520073265845135,0.11963218924988764,,0.13670576365247697,-0.09955605708960857,-0.4926970715870458,0.07393132165886385,-0.07361084137744082,-0.25190049170068557,-0.027476108787108097,-0.08465045503434353,0.07393132165886376,-0.07458252274523866,-0.25190049170068624,-0.027476108787108284,-0.0846504550343396
urbanPct,0.2156055055770975,0.6472317156480943,-0.20412555275984579,-0.10361122278590822,-0.2769591721452741,1.0,-0.9999999999999994,0.6197177886712322,,0.09709039591058266,0.1524122165353816,-0.3351845866377945,-0.06029978170695794,0.13573983861457045,0.14429299316690997,0.10148029947345383,0.12738343454865061,0.14979374094557665,0.3607231219255608,0.2329571176362527,0.17073867673946494,0.3684217704502275,-0.20975778577128756,0.4270512322994654,-0.30401162000121534,0.3494863501342808,-0.04123263289834175,0.1450210762095295,0.05300032675548755,0.42540616602974257,-0.4063996440948082,0.1694692267127215,,0.20685879934273452,0.2126503095808729,0.30997019972496287,0.1276334531569697,-0.12694828414059853,-0.06091897470427741,-0.006542625437218113,0.09646818010653369,0.12763345315696975,-0.1264058628429565,-0.060918974704276575,-0.006542625437219326,0.09646818010652987
ruralPct,-0.2156055035432678,-0.6472317113090615,0.204125548406488,0.10361121885741235,0.2769591676976951,-0.9999999999999994,1.0,-0.6197177825688672,,-0.09709039779285442,-0.15241222056237685,0.3351845826370635,0.06029978141001044,-0.1357398403658456,-0.144292995217495,-0.1014803037142744,-0.12738343540145577,-0.1497937433664214,-0.3607231186104791,-0.2329571169225104,-0.17073867909776907,-0.3684217672369911,0.20975778129131298,-0.4270512341631523,0.3040116203041605,-0.34948634876640194,0.041232632452159294,-0.14502108289483284,-0.05300033289133762,-0.4254061622386175,0.40639964367821696,-0.16946923071464493,,-0.2068588038887601,-0.21265030668523532,-0.30997019758489297,-0.12763345740299217,0.12694828838557973,0.06091897448230297,0.006542618396866285,-0.09646818329401313,-0.1276334574029922,0.1264058670918798,0.06091897448230211,0.006542618396867489,-0.09646818329400929
lifeExpectancy,0.19658641120801745,0.602009990464768,-0.16574741654144856,-0.10234566986932996,-0.21054271896886603,0.6197177886712322,-0.6197177825688672,1.0,,0.3834864635417426,-0.1687189755708827,-0.22932306843804637,-0.15923959808457436,0.18244765494450263,0.2442311144112807,0.2170167694224513,0.1478031312149421,0.20674955950427537,0.5125250183119646,0.38133428657076524,0.1654398057936534,0.3987858726122524,-0.17454262281415092,0.7390773406511193,-0.45091594579139077,0.4542423038782528,-0.07836975465883107,0.04979042116351054,0.30567334599903284,0.17526169279816245,-0.5129576447593243,0.22909644835699153,,0.27526341180685043,0.2522112965993272,0.4374345331554468,0.11934821398293805,-0.1184252721843282,-0.17447610982433032,-0.05492403539068598,0.1375447115463374,0.11934821398293809,-0.11769460285774869,-0.1744761098243303,-0.05492403539068652,0.1375447115463372
globalCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regionCode,0.1199800721552839,0.3205847002601256,0.039782392395345215,0.0054238818478557615,0.06549448804865295,0.09709039591058266,-0.09709039779285442,0.3834864635417426,,1.0,-0.573752656562959,-0.12834069325239084,-0.01630546227053178,-0.025891132671963458,0.050551895859706535,0.10818142560904889,-0.061567980809142636,-0.0019265938262665436,0.31109005822027797,0.23269932331539972,0.00904533556397476,0.27366667946388223,0.03684300414597493,0.5973910487193405,-0.054813493675175774,0.2531840904611289,-0.1064840755436703,-0.01887038814697753,0.6750969720971925,-0.41806984914199746,-0.3424694393260237,0.16169320976829288,,0.16584927125160814,0.19235718663334667,0.2706717446495961,0.13466124311107341,-0.13424715998825215,-0.07617790801462257,-0.16104463234037233,-0.03947756031161394,0.1346612431110734,-0.13374556555319012,-0.07617790801462275,-0.16104463234037397,-0.03947756031161354
